N,Tema,Artista,Compositor,Lugar,Año,Ritmo,Fuente,Letra,Realizado por,letra en Spotify,Añadido a Spotify,Observaciones,...14,archivo,contenido,Ira,Anticipacion,Asco,Miedo,Alegria,Tristeza,Sorpresa,Confianza,Negativo,Positivo,id,popularity,name,album,artists,type,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
142,"Selección de Sicureadas: Flor de K'actus, Caramba Chiquita, Un Corazón Como el Mío",Markasata,A.A.D.D. SOBODAYCOM,NA,1998,Sicuri,Spotify,142.txt,Javi,TRUE,NA,NA,NA,142.txt,"Muchachita flor de cactus
Pedacito de mi corazón
Muchachita flor de cactus
Pedacito de mi corazón

Tú me has querido
Tú me has amado
Con todo el corazón
Tú me has querido
Tú me has amado
Con todo el corazón

Flor de cactus
Ilusión de amores
Flor de cactus
Ilusión de amores

Quién te ha dicho que me quieras
Quién te ha dicho que me adores
Verdaderamente yo te quiero
Caramba chiquita

Quién te ha dicho que me quieras
Quién te ha dicho que me adores
Verdaderamente yo te quiero
Caramba chiquita

Enamorados quedamos
Sin esperanza ninguna
Después de ilusiones y amarguras
Caramba chiquita

Enamorados quedamos
Sin esperanza ninguna
Después de ilusiones y amarguras
Caramba chiquita

Un corazón como el mío
Nunca has de encontrar
Por más que arañes la tierra
Nunca has de encontrar

Un corazón como el mío
Nunca has de encontrar
Por más que arañes la tierra
Nunca has de encontrar

Tesoro, tesorito
Acaso porque te quiero
Me pagas tan mal
Tesoro, tesorito
Acaso porque te quiero
Me pagas tan mal",1,2,1,1,4,2,1,3,4,6,1eiACqCTaNs5d3iQ67S1Zr,18,"Selección de Sicureadas: Flor de K'actus, Caramba Chiquita, Un Corazón Como el Mío",De Nuestro Pueblo,Markasata,track,spotify:track:1eiACqCTaNs5d3iQ67S1Zr,0.425,0.823,9,-6.346,1,0.141,0.143,0,0.279,0.759,154.323,492467,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Selección de Bailecitos,Bonanza,-,Chuquisaca,NA,Bailecito,Spotify,143.txt,Javi,TRUE,Si,NA,NA,143.txt,"Muchos agravios me has hecho
Ya no quiero tu amistad
Has quebrado el derecho de mi fina voluntad

Muchos agravios me has hecho
Ya no quiero tu amistad
Has quebrado el derecho de mi fina voluntad

Te di, te quise, te amé
Negar mi amor no podrás
Porque con tanto rigor martirizaste mi amor

Has quebrado el derecho de mi fina voluntad
 
(Dos, dos para vos mi amor)

Clavelina desahojada, viditay
No derrames tus semillas
No derrames tus semillas

Cómo quieres que te quiera, viditay
Si eres hija de familia
Si eres hija de familia

Todo es cierto, viditay
Nada miento todavía no escarmiento, 
¡Ay! mi sufrimiento

Si eres hija de familia

(La ultimita, palomita)

Kayari ripusaj kaymanta, allin tuta tutamanta (Mañana me voy de aquí, a la madrugada)
Adiós, me voy quizá ya no me has de ver
Kayari ripusaj kaymanta, allin tuta tutamanta (Mañana me voy de aquí, a la madrugada)
Adiós, me voy quizá ya no me has de ver

Quizás ya no me has de ver
Ingrata falsa mujer
Ni a tus puertas, ni a tus brazos
Mucho menos a tu poder

Adiós, me voy quizá ya no me has de ver",1,1,3,5,3,4,0,2,6,4,0sdwbQnbnx8N3lJWrY2apK,3,Selección de Bailecitos,Tradiciones Chuquisaqueñas (Vol.1),Bonanza,track,spotify:track:0sdwbQnbnx8N3lJWrY2apK,0.513,0.63,7,-9.954,1,0.0582,0.604,0,0.246,0.94,157.155,189205,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Flor Aiquileña,"Orlando Pozo, Dulia Panozo",Walter Camacho,Cochabamba,NA,Kaluyo,Spotify,144.txt,Javi,TRUE,Si,NA,NA,144.txt,"Toma esta flor aiquileña, conserva la prenda mía
Como un recuerdo sincero de tu dueño más querido

Toma esta flor aiquileña, conserva la prenda mía
Como un recuerdo sincero de tu dueño más querido

Ay dueña querida, vida mía
Piensas olvidarme 
Llorando me dejas, sin saber a quién quejarme

Ay dueña querida, vida mía
Piensas olvidarme 
Llorando me dejas, sin saber a quién quejarme

Estrellas del alto cielo, estrellas de dos en dos
A nadie he querido tanto como te he querido a vos

Estrellas del alto cielo, estrellas de dos en dos
A nadie he querido tanto como te he querido a vos

Ay aiquileñita, vida mía
Piensas olvidarme
Llorando me dejas, sin saber a quién quejarme

Ay aiquileñita, vida mía
Piensas olvidarme
Llorando me dejas, sin saber a quién quejarme",0,1,1,1,4,1,1,4,2,9,51MpFAJmBjP09vrualyEwo,3,Flor Aiquileña,Preservando La Música Romántica de Bolivia (Gilberto Patino Jalisco),"Orlando Pozo, Dulia Panozo",track,spotify:track:51MpFAJmBjP09vrualyEwo,0.356,0.489,2,-7.405,1,0.0696,0.661,0,0.215,0.952,78.211,207099,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Labios Mentirosos,Nuevas Raíces,Javier Mantilla Vera,NA,NA,Pasacalle,Spotify,145.txt,Javi,TRUE,Si,NA,NA,145.txt,"Ambos tenemos labios mentirosos
ambos hicimos falsos juramentos
Ambos tenemos labios mentirosos
ambos hicimos falsos juramentos

Corazón de piedra, amor despiadado
Tú no comprendes lo que es el cariño
Corazón de piedra, amor despiadado
Tú no comprendes lo que es el cariño

Si tus miradas fueran piadosas
No lloraría más por tus desdenes
Si tus miradas fueran piadosas
No lloraría más por tus desdenes

Corazón de piedra, amor despiadado
Yú no comprendes lo que es el cariño
Corazón de piedra, amor despiadado
Tú no comprendes lo que es el cariño

Ambos tenemos labios mentirosos
Ambos hicimos falsos juramentos
Ambos tenemos labios mentirosos
Ambos hicimos falsos juramentos

Corazón de piedra, amor despiadado
Tú no comprendes lo que es el cariño
Corazón de piedra, amor despiadado
Tú no comprendes lo que es el cariño",2,0,1,2,1,2,0,0,5,1,194mWRxPQoooqhmawHiPpP,3,Labios Mentirosos,Para Darte Amor...,Nuevas Raíces,track,spotify:track:194mWRxPQoooqhmawHiPpP,0.613,0.692,5,-7.389,1,0.0429,0.474,3.13e-6,0.116,0.845,80.91,225267,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Tu Partida,Proyección,Rómulo Flores,NA,1987,Huayño cacharpaya,Spotify,146.txt,Javi,TRUE,Si,NA,NA,146.txt,"Triste llorando me dejas
sabiendo que te amo con gran pasión
Presiento que tu partida
le traerá dolor a mi corazón
Como en sueños tú te vas
al morirse el sol
Solo el llanto quedará de ese dulce amor

Una es mi vida y es triste 
saber que te llevas mi juventud 
yo he descubierto el sabor 
que deja tu rencor en mi corazón 
qué triste es decir adiós 
cuando existe amor 
tú te vas y con tu adiós 
toda mi ilusión 
  
Yo era el orgullo a tu lado 
que lindo era verte en mi rosal 
hoy mi silencio es tu ausencia 
he perdido mi orgullo porque te vas 
es el viento un partir 
y en el viento estás 
yo soy hierba y tú al soplar 
me destrozas más 
  
Una es mi vida y es triste 
saber que te llevas mi juventud 
yo he descubierto el sabor 
que deja tu rencor en mi corazón 
qué triste es decir adiós 
cuando existe amor 
tú te vas y con tu adiós 
toda mi ilusión
",3,4,3,6,7,17,3,3,17,9,0WmP5XU3Hn2euHKxXjXReb,43,Tu Partida,Sólo por Tu Amor,Proyección,track,spotify:track:0WmP5XU3Hn2euHKxXjXReb,0.598,0.638,0,-6.599,1,0.0368,0.0575,3.12e-6,0.117,0.411,81.572,206951,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,Te Arrepentirás,Los Chaskas,Ernesto Zapata,NA,1974,Cullaguada,Spotify,147.txt,Javi,TRUE,Si,NA,NA,147.txt,"Si de mi lado te vas
Te arrepentirás, te arrepentirás
Si de mi lado te vas
Te arrepentirás, te arrepentirás

Porque nadie te amará 
Como te amo yo, como te amo yo
Porque nadie te amará 
Como te amo yo, como te amo yo

Si tú pretendes volver,
No te esperaré, no te esperaré 
Si tú pretendes volver,
No te esperaré, no te esperaré 

Porque a mi lado tendré 
Ya otro querer, ya otro querer
Porque a mi lado tendré 
Ya otro querer, ya otro querer

Aunque digas que me quieres,
Aunque digas que me adoras
He perdido la esperanza 
en tu pobre corazón

Aunque digas que me quieres,
Aunque digas que me adoras
He perdido la esperanza 
en tu pobre corazón

Aunque digas que me quieres,
Aunque digas que me adoras
He perdido la esperanza 
en tu pobre corazón",0,4,0,0,1,3,2,2,5,2,2lCbynexArqGgxGUzufJfr,5,Te Arrepentirás,Los Chaskas,Los Chaskas,track,spotify:track:2lCbynexArqGgxGUzufJfr,0.632,0.638,0,-8.58,0,0.0908,0.766,4.08e-5,0.118,0.537,83.542,208944,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,Desde la Rotonda,Dúo Sentimiento,Alberto Ruiz Lavadenz,NA,NA,Huayño,Spotify,148.txt,Javi,TRUE,Si,NA,NA,148.txt,"Desde la rotonda vengo palomitay
Desde la rotonda vengo palomitay
Solamente por quererte, elay tú vidita
Se va y se va
Ay, sabe Dios si volverá
Solamente por quererte, elay tú vidita
Se va y se va
Ay, sabe Dios si volverá

Mi corazón ahí lo tienes palomitay
Mi corazón ahí lo tienes palomitay
Si quieres matarlo puedes, elay tú vidita
Se va y se va
Ay, sabe Dios si volverá

Las ilusiones del alma palomitay
Las ilusiones del alma palomitay
Se van y no vuelven nunca, elay tú vidita
Se va y se va
Ay, sabe Dios si volverá

Se van y no vuelven nunca, elay tú vidita
Se va y se va
Ay, sabe Dios si volverá


",0,1,1,2,1,1,0,1,1,2,73dkzeiuYaCJAPzx6DcHH4,10,Desde la Rotonda (En Vivo),En Vivo,Dúo Sentimiento,track,spotify:track:73dkzeiuYaCJAPzx6DcHH4,0.511,0.357,4,-10.571,0,0.0393,0.854,8.09e-4,0.162,0.607,113.955,180927,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,El Rayolero,Proyección,"Ariel Villazón, Miguel Mengoa",NA,1996,Huayño,Spotify,149.txt,Javi,TRUE,Si,NA,NA,149.txt,"Todas las personas tienen
Un vicio muy peculiar
Todas las personas tienen
Un vicio muy peculiar

El mío es ser rayolero
Un juego tan singular
El mío es ser rayolero
Un juego tan singular

La rayuela en un juego
Pasatiempo popular
La rayuela en un juego
Pasatiempo popular

Que reúne a los amigos
Y hace las penas olvidar
Que reúne a los amigos
Y hace las penas olvidar

Vamos, vamos, vámonos
Que el juego va ha comenzar

Rayuela, rayuelita,
De mis juegos la más bonita
Rayuela, rayuelita,
De mis juegos la más bonita

La suerte de las mujeres
Con marido rayolero
La suerte de las mujeres
Con marido rayolero

Que tenga el pulso certero
En el amor y en juego
Que tenga el pulso certero
En el amor y en juego

Con tan buena puntería
Nunca me ha fallado un tiro
Con tan buena puntería
Nunca me ha fallado un tiro

Con astucia y mucho esmero
Cada tiro entra al agujero
Con astucia y mucho esmero
Cada tiro entra al agujero

Vamos, vamos, vámonos
Que el juego va ha comenzar

Rayuela, rayuelita,
De mis juegos la más bonita
Rayuela, rayuelita,
De mis juegos la más bonita.",0,2,0,0,2,1,2,0,4,5,7m8hs7uEq1tou0thElAaid,22,El Rayolero,La Nueva Expresión del Folklore de Bolivia,Proyección,track,spotify:track:7m8hs7uEq1tou0thElAaid,0.456,0.524,0,-9.719,1,0.127,0.181,8.06e-6,0.0832,0.754,137.614,260573,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,El Famoso Richy,Proyección,Juan Carlos Rodríguez Clavijo,NA,2003,Huayño kalampeado,Spotify,150.txt,Javi,TRUE,Si,NA,NA,150.txt,"Yo soy el famoso Richy
Encanto de las mujeres
El dulce de las solteras
El chicle de las morenas

Yo soy el famoso Richy
Encanto de las mujeres
El dulce de las solteras
El chicle de las morenas

Morenita, ay morenita
No juegues con mis amores
No por ser alta y bonita
Vas a jugar a traiciones

Morenita, ay morenita
No juegues con mis amores
No por ser alta y bonita
Vas a jugar a traiciones

Soy aquel que entra en la noche
Llega directo a tu cama
Y te hace ver las estrellas
Tempranito de mañana

Soy aquel que entra en la noche
Llega directo a tu cama
Y te hace ver las estrellas
Tempranito de mañana

Morenita morenita
No juegues con mis amores
No por ser alta y bonita
Vas a jugar a traiciones

Morenita morenita
No juegues con mis amores
No por ser alta y bonita
Vas a jugar a traiciones

No basta con que me quieras
No basta con tus caricias
Anda vidita y besame
Disfruta de mis delicias

No basta con que me quieras
No basta con tus caricias
Anda vidita y besame
Disfruta de mis delicias

Morenita morenita
No juegues con mis amores
No por ser alta y bonita
Vas a jugar a traiciones

Morenita morenita
No juegues con mis amores
No por ser alta y bonita
Vas a jugar a traiciones",0,2,1,2,1,1,1,1,2,3,27AzMkOdJxJXna90QfTs0n,15,El Famoso Richy,De Corazón a Corazón,Proyección,track,spotify:track:27AzMkOdJxJXna90QfTs0n,0.393,0.82,5,-4.729,1,0.173,0.353,0,0.125,0.689,85.271,294047,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,El Carretero,Savia Andina,José René Moreno,Santa Cruz,NA,Taquirari,Spotify,151.txt,Javi,TRUE,NA,NA,NA,151.txt,"Va sin descansar
Un carretero con su carga a la ciudad
Y en su cantar pregona dicha
Del campo en la inmensidad

Entre sombra y luz
Con el jijusa va marchando hasta el poblao
Mientras el vaivén
Añora dulce, de su chaco el moraijú

Su rítmico son
Va sazonando el dulzor
De la fruta tierna
Que se lleva pa' vender

Y su lento andar va inspirando al carretón
La dulce canción
Que gime el eje al traquetear

A su querer, de vuelta ya
Donde su amada, lo espera con rico somó
Su corazón, contento está
Y en su guitarra, cantando, da gracias a Dios

Su rítmico son
Va sazonando el dulzor
De la fruta tierna
Que se lleva pa' vender

Y su lento andar va inspirando al carretón
La dulce canción
Que gime el eje al traquetear

A su querer, de vuelta ya
Donde su amada, lo espera con rico somó
Su corazón, contento está
Y en su guitarra, cantando, da gracias a Dios",0,4,0,1,4,3,1,3,3,4,7s1UC5i5tQkvZGkyfiWKIG,21,El Carretero,Lo Mejor de Savia Andina (Música Boliviana),Savia Andina,track,spotify:track:7s1UC5i5tQkvZGkyfiWKIG,0.498,0.304,5,-12.287,0,0.0728,0.903,0.0152,0.102,0.522,83.542,235307,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Cuanto Cuestas Cuanto Vales I Mi Vida No Vale Nada I Hay Que Bailar Moreno,Jach'a Mallku,Eloy Apaza |  A.A.D.D. SOBODAYCOM | Ricardo Carvajal,NA,NA,Morenada,Spotify,152.txt,Javi,TRUE,NA,NA,NA,152.txt,"Cuanto cuestas cuanto vales
Amor mío
Si tú quieres yo te pago
Pero nunca, nunca te olvides

Cuanto cuestas cuanto vales
Amor mío
Si tú quieres yo te pago
Pero nunca, nunca te olvides

Cómo no voy a sufrir
Cómo no voy a llorar
Palomita de mi vida
Por ti, siempre llorando

Cómo no voy a sufrir
Cómo no voy a llorar
Palomita de mi vida
Por ti, siempre llorando

Mi vida no vale nada
Si tú no estás a mi lado
Amor mío

Mi vida no vale nada
Si tú no estás a mi lado
Amor mío

Tu padre celoso
Tu madre celosa
Te han de casar con otro

Tu padre celoso
Tu madre celosa
Te han de casar con otro

Hay que bailar moreno
Al año una vez
Aunque nos cueste plata

Hay que bailar moreno
Al año una vez
Aunque nos cueste plata

Qué cosas vamos a llevar
Cuando nos vamos a morir
Cholita paceña

Qué cosas vamos a llevar
Cuando nos vamos a morir
Cholita paceña




",1,1,1,1,3,5,0,4,8,3,7xjfrCSk9rynrhtD0E3LW7,37,Cuanto Cuestas Cuanto Vales | Mi Vida No Vale Nada | Hay Que Bailar Moreno,Antología de la Morenada,Jach'a Mallku,track,spotify:track:7xjfrCSk9rynrhtD0E3LW7,0.535,0.585,0,-7.877,1,0.0705,0.632,0,0.105,0.865,208.525,283320,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Pecho de Cristal,Taricanto,Gonzalo Riera Castellón,Tarija,1998,"Contrapunto, Tonada, Cacharpaya",Spotify,153.txt,Javi,TRUE,NA,NA,NA,153.txt,"Yo nací para querer aunque tenga que sufrir
Yo nací para querer aunque tenga que sufrir
Sufrir por una mujer es la dicha del vivir
Sufrir por esta mujer es la dicha del vivir

Cuando quise no quisiste ahora que quieres no quiero
Cuando quise no quisiste ahora que quieres no quiero
Si quieres ya puedes irte, no me importa, no te quiero
Si quieres ya puedes irte, no me importa, no te quiero

Muerto me verás tendido por los gusanos comido
Muerto me verás tendido por los gusanos comido
Y en mis huesos hallarás huellas de haberme querido
Y en mis huesos hallarás huellas de haberme querido

No soy leña para el fuego, ni paja para encender
No soy leña para el fuego, ni paja para encender
Ni tan sinvergüenza fuera para volverte a querer
Ni tan sinvergüenza fuera para volverte a querer

Si el pecho de cristal fuera, se vieran los corazones
No hubieran falsas caricias y cesarán las traiciones
Si el pecho de cristal fuera se vieran los corazones
No hubieran falsas caricias y cesarán las traiciones

Las mujeres avarientas ya no miran ni la cara
Las mujeres avarientas ya no miran ni la cara
Si el burro plata tuviera el burro se las cargara
Si el burro plata tuviera el burro se las cargara

Este mi corazoncito al chancho se lo he de dar
Este mi corazoncito al chancho se lo he de dar
El chancho me da manteca, vos perro que me has de dar
El chancho me da manteca, vos perro que me has de dar

Querer una es poca cosa, querer dos es vanidad
Querer una es poca cosa, querer dos es vanidad
Querer tres y querer cuatro es gracia y habilidad
Querer tres y querer cuatro es gracia y habilidad

La mujer que quiere a vos, la sonsa esa perdida
La mujer que quiere a vos, la sonsa esa perdida
Si una vela se le apaga, la otra queda encendida
Si una vela se le apaga, la otra queda encendida

Si el pecho de cristal fuera se vieran los corazones
No hubieran falsas caricias, ni se usarán las traiciones
Si el pecho de cristal fuera se vieran los corazones
No hubieran falsas caricias, ni se usarán las traiciones

Pa mi, pa vos, pa lo dos, pa los dos, pa los dos
Pa mi, pa vos, pa lo dos, pa los dos, pa los dos
Pa mi, pa vos, pa lo dos, pa los dos, pa los dos",2,1,1,3,1,1,0,1,6,4,5A8QOoHlGfjK7U1efsr80b,31,Pecho de Cristal,Tierra Amada,Taricanto,track,spotify:track:5A8QOoHlGfjK7U1efsr80b,0.547,0.406,4,-10.161,1,0.0591,0.246,0,0.207,0.669,163.53,291773,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Morir Cantando,Esther Marisol,Hugo Monzón,Tarija,1992,Cueca,Spotify,154.txt,Javi,TRUE,NA,NA,NA,154.txt,"Quiero morir cantando al amanecer 
Que mi copla se va acabando 
me voy muy lejos pa' no volver
Que mi copla se va acabando 
me voy muy lejos pa' no volver

Y pensar que la vida es canto, 
también es lucha, también dolor
Y la muerte que es tan traidora 
a nadie dice con vos me voy
Y la muerte que es tan traidora 
a nadie dice con vos me voy

Esas lágrimas en tus ojos, 
esos mares de compasión
Que no lloren mi despedida 
les pido a todos resignación 
Que no lloren mi despedida 
les pido a todos resignación

Ya no lloren mi despedida 
les pido a todos resignación

Quiero morir cantando al amanecer 
Que mi copla se va acabando 
me voy muy lejos pa' no volver
Que mi copla se va acabando 
me voy muy lejos pa' no volver

Y pensar que la vida es canto, 
también es lucha, también dolor
Y la muerte que es tan traidora 
a nadie dice con vos me voy
Y la muerte que es tan traidora 
a nadie dice con vos me voy

Esas lágrimas en tus ojos, 
esos mares de compasión
Que no lloren mi despedida 
les pido a todos resignación 
Que no lloren mi despedida 
les pido a todos resignación

Ya no lloren mi despedida 
les pido a todos resignación.",6,3,2,6,2,12,3,1,15,2,6KgRMiLAVyB2b07CNHlQxq,16,Morir Cantando,Piel Chaqueña,Esther Marisol,track,spotify:track:6KgRMiLAVyB2b07CNHlQxq,0.265,0.697,9,-6.919,1,0.0663,0.374,5.88e-4,0.336,0.589,83.09,177935,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,Tres Rosas,Alaxpacha,"Ramiro Aguirre, Comunidad Niño Corin Charazani",La Paz,1993,Huayño,Spotify,155.txt,Javi,TRUE,NA,NA,NA,155.txt,"'Jaramillo'
'De Charazani'
'Con amor'
'Te dedica'
'Alaxpacha'
'A bailar todo el mundo'

Bajando por Jaramillo
He recogido tres rosas
Tres rosas rojas que quiero entregarte

Bajando por Jaramillo
He recogido tres rosas
Tres rosas rojas que quiero entregarte

Una para tus cabellos
Otra pa' tus labios rojos
Y la más roja pa' tus ojos negros

Una para tus cabellos
Otra pa' tus labios rojos
Y la más roja pa' tus ojos negros

Pa' tus ojos negros
Pa' tus ojos negros

'Que lindos ojitos negros'
'Tienes tú'

'Recordando siempre'
'Ese 16 de julio'

Me dices que tengo otras
No sé cuales son las otras
Yo solo tengo tres hermosas rosas

Me dices que tengo otras
No sé cuales son las otras
Yo solo tengo tres hermosas rosas

Una para tus cabellos
Otra pa' tus labios rojos
Y la más roja pa' tus ojos negros

Una para tus cabellos
Otra pa' tus labios rojos
Y la más roja pa' tus ojos negros

Pa' tus ojos negros
Pa' tus ojos negros

'Más alegría más alegría'",0,0,0,0,0,0,0,0,0,0,6eZP8d64heL0bzz98n5Ypl,31,Tres Rosas,Jichapuniwa,Alaxpacha,track,spotify:track:6eZP8d64heL0bzz98n5Ypl,0.41,0.756,4,-6.425,0,0.0476,0.628,3.44e-5,0.32,0.824,154.904,268920,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,Sed de Amor,Gladys Moreno,"Miguel Angel Valda, Rafael Garcia",NA,1979,Cueca,Spotify,156.txt,Javi,TRUE,Si,NA,NA,156.txt,"La vida me duele sin vos,
Preciosa emisaria de amor,
Linda flor de arrebol
Y mi sed de ti,
Duramente me castigas
Porque tengo sed

Te busco, mi niña, en el mal
En esta mi tarde estival,
Musical es tu gracia
Virginal de paz,
Golondrina de mi valle
Volverás al lar

Caminaré sin parar
Hacia la orilla del mar,
Si tú lo quieres,
Es más preciso andar
Nuevamente el tiempo,
Nuevamente se va, para no volver

Duramente me castigas porque tengo sed

La vida me duele sin vos,
Preciosa emisaria de amor,
Linda flor de arrebol
Y mi sed de ti,
Duramente me castigas
Porque tengo sed

Te busco, mi niña, en el mal
En esta mi tarde estival,
Musical es tu gracia
Virginal de paz,
Golondrina de mi valle
Volverás al lar

Caminaré sin parar
Hacia la orilla del mar,
Si tú lo quieres,
Es más preciso andar
Nuevamente el tiempo,
Nuevamente se va, para no volver

Duramente me castigas porque tengo sed",2,4,1,1,4,5,2,2,6,7,0nWtOv8rf8J0BDZlNb11p3,8,Sed de amor,Embajadora de la Canción,Gladys Moreno,track,spotify:track:0nWtOv8rf8J0BDZlNb11p3,0.722,0.28,4,-16.08,0,0.0484,0.596,0,0.327,0.774,117.691,204960,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Pasito de Lujo,Minero Poopo Grupo Folklórico,Banda Intercontinental Poopó(AGAPITO QUISPE AYALA),NA,1988,Morenada,Spotify,157.txt,Javi,TRUE,Si,NA,NA,157.txt,"Vamos a bailar, la morenada
En esta fiesta
Vamos a bailar, la morenada
En esta fiesta

Un pasito de mucho lujo
Con tu grupo Minero Poopó
Un pasito de mucho lujo
Con tu grupo Minero Poopó

Vamos a bailar, la morenada
En esta fiesta
Vamos a bailar, la morenada
En esta fiesta

Un pasito de mucho lujo
Con tu grupo Minero Poopó
Un pasito de mucho lujo
Con tu grupo Minero Poopó
",0,3,0,0,5,0,2,1,1,5,52z668g69KrJHEBh7SQvKw,2,Pasito de Lujo,Pasito de Lujo,Minero Poopo Grupo Folklorico,track,spotify:track:52z668g69KrJHEBh7SQvKw,0.717,0.874,4,-3.687,0,0.053,0.303,0,0.233,0.88,98.018,230204,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Collita,Wara,Fernando Roman Saavedra,NA,1982,Taquirari,Spotify,158.txt,Javi,TRUE,NA,NA,NA,158.txt,"Lindas montañas te vieron nacer
El Illimani tu cuna meció
Y la kantuta su alma te dio
Collita tenías que ser

Linda silueta de bella mujer
Ojos muy negros de hondo mirar
Y labios rojos que incitan a amar
Collita tenías que ser

Tú llegaste a mi vida que fue
Solo sombra sin tu querer
Ay collita de mi ilusión
Yo sin ti ya no puedo vivir

Entre todas, la reina eres tú
Ay collita de mi amor
Paceñita linda mujer
Que llegaste a mi corazón

No puedo seguir viviendo así
Pensando solo en tu amor
Tú me haces reír, tú me haces llorar
Cuando no estás junto a mí

No puedo seguir viviendo así
Pensando solo en tu amor
Tú me haces reír, tú me haces llorar
Cuando no estás junto a mí

Lindas montañas te vieron nacer
El Illimani tu cuna meció
Y la kantuta su alma te dio
Collita tenías que ser

Linda silueta de bella mujer
Ojos muy negros de hondo mirar
Y labios rojos que incitan a amar
Collita tenías que ser

Tú llegaste a mi vida que fue
Solo sombra sin tu querer
Ay collita de mi ilusión
Yo sin ti ya no puedo vivir

Entre todas, la reina eres tú
Ay collita de mi amor
Paceñita linda mujer
Que llegaste a mi corazón

No puedo seguir viviendo así
Pensando solo en tu amor
Tú me haces reír, tú me haces llorar
Cuando no estás junto a mí

No puedo seguir viviendo así
Pensando solo en tu amor
Tú me haces reír, tú me haces llorar
Cuando no estás junto a mí",0,2,1,1,3,5,0,2,5,5,6wc9NQ7Bx1GEnlGRAoieHk,27,Collita,Discolandia 50 Años Vol. 3,"Wara, Arminda Alba, Zulma Yugar, Los Canarios del Chaco, Grupo Khanata, Enriqueta Ulloa, Los Taitas, Familia Valdivia, Grupo Bolivia, Los Cambitas, Los Kjarkas, Rumillajta, Savia Andina, Luis Rico, Kollamarka, Esther Marisol, Manuel Monroy Ch.",track,spotify:track:6wc9NQ7Bx1GEnlGRAoieHk,0.54,0.804,4,-3.553,0,0.04,0.606,0,0.0825,0.81,82.103,283707,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Kullakita,Awatiñas,Miguel Conde Valdez,NA,1990,Huayño,Spotify,159.txt,Javi,TRUE,NA,NA,NA,159.txt,"Kullakitanaka jilatanak, (Hermanas y hermanos míos,)
tajpachan sartasińani. (levantémonos todos.)
Kullakitanaka jilatanak, (Hermanas y hermanos míos,)
tajpachan sartasińani. (levantémonos todos.)

Janarunakasat armasimti, (No te olvides de tu voz,) 
jiwas aymar markasata. (por la causa de nuestro pueblo.)
Janarunakasat armasimti, (No te olvides de tu voz,)
jiwas aymar markasata. (por la causa de nuestro pueblo.)

Mapita sartasińani (Levantémonos de una vez)
masuma jach'a urutaki (para ese gran día que nos espera)

Kullakitanaka jilatanak, (Hermanas y hermanos míos,)
tajpachan sartasińani. (levantémonos todos.)
Kullakitanaka jilatanak, (Hermanas y hermanos míos,)
tajpachan sartasińani. (levantémonos todos.)

Janarunakasat armasimti, (No te olvides de tu voz,) 
jiwas aymar markasata. (por la causa de nuestro pueblo.)
Janarunakasat armasimti, (No te olvides de tu voz,)
jiwas aymar markasata. (por la causa de nuestro pueblo.)

Mapita sartasińani (Levantémonos de una vez)
masuma jach'a urutaki (para ese gran día que nos espera)",0,0,0,0,0,0,0,0,0,0,7E7F5gmnB80zeVdbw7rl9y,1,Kullakita,Discolandia 50 Años Vol. 4,Awatiñas,track,spotify:track:7E7F5gmnB80zeVdbw7rl9y,0.664,0.938,4,-4.702,0,0.19,0.342,1.05e-4,0.314,0.818,78.916,206973,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
